word,translation,part_of_speech,pronunciation,ex_1_jp,ex_1_en,ex_2_jp,ex_2_en,ex_3_jp,ex_3_en,meaning_story,reading_story,pitch_accent,tag
膨張,expansion,"NOUN, SURU VERB, AND NO ADJECTIVE",ぼうちょう,宇宙は膨張しています。,The universe is expanding.,,,,,You need to swell and stretch if you want to see any kind of expansion of your company. Growth can't happen without a little wiggle room.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ボーチョー,level52 vocab
隼,falcon,NOUN,はやぶさ,俺の一番好きなバイクは、スズキの隼です。,My favorite motorcycle is the Suzuki Falcon.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",ハヤブサ,level52 vocab
陥落,fall,NOUN AND SURU VERB,かんらく,トヨタが世界一から陥落したのは何故だと思いますか。,Do you think that’s why Toyota fell from being the best in the world?,,,,,"If you fall during a cave in you'll fall along with everything around you. And that sinking feeling in your stomach is because... I mean, well you ARE sinking into the ground.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カンラク,level52 vocab
優遇,favorable treatment,"NOUN, SURU VERB, AND NO ADJECTIVE",ゆうぐう,高齢者を優遇しすぎじゃないでしょうか。,We shouldn’t give too much preferential treatment to older people.,,,,,When you are given superior treatment it's called favorable treatment or hospitality. This is the best way to be treated.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ユーク°ー,level52 vocab
没収,forfeiture,"NOUN, SURU VERB, AND NO ADJECTIVE",ぼっしゅう,先生に携帯電話を没収されました。,I forfeited my cell phone to the teacher.,,,,,"When you obtain something acting like that person had died, it's called confiscation or forfeiture. Maybe if they were alive, you think, they wouldn't have let me take it. Well they are still alive so it's theirs and you can't keep it forever.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ボッシュー,level52 vocab
覇権,hegemony,NOUN AND NO ADJECTIVE,はけん,あの男が党内の覇権を握っているのです。,That man reigns supreme over the party.,,,,,Those with the rights to leadership have complete hegemony over the country. And they will reign until the end of time.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ハケン,level52 vocab
膨大,huge,"NOUN, NA ADJECTIVE, AND NO ADJECTIVE",ぼうだい,これからこの膨大な資料に目を通さなくてはいけないんだ。,You have to take a look at these huge documents from now on.,,,,,A thing that swells big ends up being huge or at least really bulky.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ボーダイ,level52 vocab
猟師,hunter,NOUN,りょうし,私の叔父は猟師です。,My uncle is a hunter.,,,,,If you can teach hunting then you must be a really accomplished hunter yourself.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,リョꜜーシ,level52 vocab
狩猟,hunting,"NOUN, SURU VERB, AND NO ADJECTIVE",しゅりょう,この鳥の狩猟は禁じられています。,Hunting of this bird is prohibited.,,,,,Hunting where you hunt is still hunting.,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 狩 yet, so here's a mnemonic to help you: The most importing thing when hunting is not to forget your hunting shoes (しゅ). Without your special shoes all the animals will hear your stomping feet and run away before you can get them.",シュリョー,level52 vocab
猟,hunting,NOUN AND NO ADJECTIVE,りょう,これから猟に行くところだよ。,This is a place for hunting from now on.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",カꜜリ *** リョꜜー,level52 vocab
猟犬,hunting dog,NOUN,りょうけん,一般的に猟犬はよく吠えると言われています。,It’s said that hunting dogs typically bark a lot.,,,,,A hunting dog is a hunting dog!,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 犬 yet, so here's a mnemonic to help you: Who has the best hunting dog in the world? Ken (けん) from Street Fighter! His dog is also named Ken, because that's how Ken and Ken do things.",リョーケン,level52 vocab
没頭,immersing oneself,NOUN AND SURU VERB,ぼっとう,好きなことに没頭できるなんて、幸せですね。,"If you can immerse yourself in things you like, you’ll be happy.",,,,,All the extra things in your head die when you immerse yourself in one thing. That way the one thing you're focusing on is the only thing your brain hears.,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 頭 yet, so here's a mnemonic to help you: The best place to immerse yourself in Japan is Tokyo (とう)! It's so full of interesting stores, events, and people, that you can't help but get completely sucked in.",ボットー,level52 vocab
埋没,implantation,NOUN AND SURU VERB,まいぼつ,整形手術で二重の埋没手術をしました。,I had double eyelids surgically implanted with plastic surgery.,,,,,You bury things into people who look like they've died. It's called implantation. They're not really dead though. This is surgery and they'll wake up and go about their lives with whatever that thing was that you put in them.,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 埋 yet, so here's a mnemonic to help you: Wait that's not a person you're embedding things into. It's a bunch of mice (まい). I guess that's okay. Just don't go putting the mice into people. That's... don't cross that line.",マイボツ,level52 vocab
必須,indispensable,"NOUN, NA ADJECTIVE, AND NO ADJECTIVE",ひっす,デフォルトでは、名前と生年月日、メールアドレスの入力が必須になっています。,"By default, you’re required to input your name, birthdate, and email address.",,,,,Something that's certainly necessary is something you can't live without. It's indispensable. And it's required by you to keep on living.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ヒッス *** ヒꜜッス,level52 vocab
惰性,inertia,NOUN,だせい,僕は、勉強への意欲は無く、ただ惰性で大学へ通っていました。,"I had no will to study, I simply attended university out of habit.",,,,,If you have the nature of being lazy it will become a habit. The momentum created by your natural laziness will make it so you can't break out of your lazy cycle.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ダセイ,level52 vocab
